product_id,category,price_band,product_return_rate,variant_size_mismatch_rate,top_return_reason,top_return_reason_enc,review_fit_sentiment,customer_total_returns,customer_lifetime_orders,customer_category_return_rate,will_return
p014,electronics,premium,0.05,0.0,defective,0,-0.1571,21,30,0.5906,1
p012,electronics,mid,0.1,0.0,defective,0,0.0109,6,19,0.2627,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.2895,1,48,0.0213,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.0113,29,40,0.9193,0
p019,home,premium,0.08,0.0,not_as_described,2,0.1232,25,116,0.185,0
p016,sports,budget,0.06,1.0,not_as_described,2,0.2801,2,30,0.1174,0
p004,apparel,mid,0.28,0.0,wrong_size,1,-0.6211,16,101,0.1661,0
p009,home,budget,0.15,0.0,not_as_described,2,0.262,24,106,0.3117,0
p005,electronics,premium,0.06,0.0,not_as_described,2,0.226,25,49,0.6888,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.4975,29,75,0.6583,0
p019,home,premium,0.08,0.0,not_as_described,2,0.1365,26,119,0.2455,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.2811,11,69,0.1989,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.0597,16,34,0.844,1
p016,sports,budget,0.06,0.0,not_as_described,2,-0.0792,0,99,0.0,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.088,3,8,0.4726,0
p004,apparel,mid,0.28,1.0,wrong_size,1,0.1179,8,47,0.1518,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.2517,25,87,0.2796,0
p014,electronics,premium,0.05,0.0,defective,0,0.0052,20,59,0.2839,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.3958,11,67,0.1997,0
p015,beauty,budget,0.04,1.0,not_as_described,2,0.1195,20,120,0.2387,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.2389,10,75,0.1997,0
p009,home,budget,0.15,0.0,not_as_described,2,-0.1942,7,63,0.1211,1
p011,accessories,mid,0.09,0.0,not_as_described,2,0.0476,17,69,0.2618,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.1571,15,87,0.1721,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.2478,7,17,0.439,0
p018,electronics,budget,0.05,0.0,defective,0,-0.0244,13,68,0.2228,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.0538,5,50,0.1416,0
p005,electronics,premium,0.06,0.0,not_as_described,2,0.3822,6,94,0.0749,0
p005,electronics,premium,0.06,0.0,not_as_described,2,0.3561,30,110,0.4709,1
p015,beauty,budget,0.04,0.0,not_as_described,2,0.292,9,67,0.1708,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.2561,17,79,0.3062,0
p009,home,budget,0.15,0.0,not_as_described,2,0.2572,8,30,0.2294,0
p009,home,budget,0.15,0.0,not_as_described,2,0.4303,2,52,0.0562,0
p001,electronics,premium,0.08,0.0,defective,0,0.1068,9,93,0.1148,0
p017,home_appliances,premium,0.04,0.0,defective,0,0.1005,27,104,0.3457,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.0919,1,33,0.0522,0
p008,electronics,budget,0.13,0.0,defective,0,0.4968,21,67,0.3621,0
p003,home_appliances,mid,0.11,0.0,defective,0,0.3519,20,53,0.6335,1
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.1902,7,27,0.296,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.0501,13,44,0.4056,0
p009,home,budget,0.15,0.0,not_as_described,2,0.3401,6,90,0.0626,0
p006,home_appliances,mid,0.09,0.0,defective,0,0.4337,13,112,0.1097,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.2764,5,46,0.1782,0
p019,home,premium,0.08,0.0,not_as_described,2,0.2095,9,66,0.2108,0
p004,apparel,mid,0.28,0.0,wrong_size,1,-0.188,3,20,0.1477,0
p011,accessories,mid,0.09,1.0,not_as_described,2,-0.2364,19,49,0.3997,0
p020,apparel,mid,0.24,0.0,wrong_size,1,-0.616,27,105,0.3263,0
p009,home,budget,0.15,0.0,not_as_described,2,0.4751,5,30,0.171,0
p009,home,budget,0.15,0.0,not_as_described,2,-0.2471,23,109,0.3773,0
p019,home,premium,0.08,0.0,not_as_described,2,0.042,22,64,0.573,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.1575,23,64,0.4291,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.2661,16,30,0.6675,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.2045,23,29,1.0,1
p017,home_appliances,premium,0.04,0.0,defective,0,-0.1668,12,51,0.3703,0
p018,electronics,budget,0.05,0.0,defective,0,-0.2276,16,35,0.5776,0
p020,apparel,mid,0.24,1.0,wrong_size,1,-0.4765,30,120,0.3366,1
p009,home,budget,0.15,0.0,not_as_described,2,0.2189,28,87,0.2865,0
p002,apparel,mid,0.22,0.0,wrong_size,1,-0.7147,2,17,0.1772,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.4298,12,83,0.1707,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.0357,5,24,0.2039,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.4683,9,90,0.0981,1
p016,sports,budget,0.06,0.0,not_as_described,2,0.346,0,59,0.0,0
p009,home,budget,0.15,0.0,not_as_described,2,0.0535,6,82,0.1068,0
p005,electronics,premium,0.06,0.0,not_as_described,2,0.3561,28,99,0.3049,0
p004,apparel,mid,0.28,1.0,wrong_size,1,-0.7676,1,85,0.0135,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.1574,10,22,0.3859,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.2713,30,89,0.5222,0
p010,home_appliances,budget,0.1,0.0,defective,0,0.3746,28,77,0.5892,1
p009,home,budget,0.15,0.0,not_as_described,2,0.031,3,92,0.0541,0
p020,apparel,mid,0.24,0.0,wrong_size,1,-0.2711,1,15,0.0914,1
p015,beauty,budget,0.04,0.0,not_as_described,2,0.1601,13,91,0.2354,0
p020,apparel,mid,0.24,0.0,wrong_size,1,-0.3075,18,82,0.2897,1
p011,accessories,mid,0.09,1.0,not_as_described,2,-0.2808,22,60,0.6524,0
p018,electronics,budget,0.05,0.0,defective,0,0.0312,27,54,0.7998,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.3322,0,82,0.0,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.0168,24,25,0.8773,0
p005,electronics,premium,0.06,0.0,not_as_described,2,0.0833,6,49,0.2001,0
p018,electronics,budget,0.05,0.0,defective,0,0.3922,4,66,0.0579,0
p019,home,premium,0.08,0.0,not_as_described,2,0.152,29,125,0.1986,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.4104,6,80,0.1114,0
p007,apparel,mid,0.07,1.0,not_as_described,2,-0.2657,26,30,0.9873,1
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.0534,5,82,0.0559,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.0027,8,61,0.1163,0
p006,home_appliances,mid,0.09,0.0,defective,0,-0.2701,16,55,0.2836,0
p012,electronics,mid,0.1,0.0,defective,0,-0.1767,16,20,1.0,1
p019,home,premium,0.08,0.0,not_as_described,2,0.3577,24,66,0.343,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.3918,6,99,0.0507,0
p003,home_appliances,mid,0.11,0.0,defective,0,0.4113,21,98,0.3583,1
p016,sports,budget,0.06,0.0,not_as_described,2,-0.1321,0,74,0.0,0
p010,home_appliances,budget,0.1,0.0,defective,0,-0.0819,17,58,0.461,1
p001,electronics,premium,0.08,0.0,defective,0,0.134,30,110,0.3708,0
p006,home_appliances,mid,0.09,0.0,defective,0,-0.163,30,121,0.3977,0
p017,home_appliances,premium,0.04,0.0,defective,0,-0.2596,1,18,0.0461,0
p012,electronics,mid,0.1,0.0,defective,0,0.2036,12,35,0.5159,0
p019,home,premium,0.08,0.0,not_as_described,2,0.2367,9,52,0.2799,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.2589,18,35,0.4592,1
p017,home_appliances,premium,0.04,0.0,defective,0,0.4166,15,45,0.5825,0
p017,home_appliances,premium,0.04,0.0,defective,0,0.3886,5,95,0.0904,0
p009,home,budget,0.15,0.0,not_as_described,2,0.3766,2,63,0.029,0
p006,home_appliances,mid,0.09,0.0,defective,0,-0.2144,16,30,0.643,0
p008,electronics,budget,0.13,0.0,defective,0,0.1967,17,77,0.2651,0
p019,home,premium,0.08,0.0,not_as_described,2,0.0449,2,46,0.0438,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.2377,17,106,0.1662,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.2219,3,79,0.053,0
p017,home_appliances,premium,0.04,0.0,defective,0,0.3171,2,79,0.023,0
p009,home,budget,0.15,0.0,not_as_described,2,0.4226,2,30,0.1078,0
p005,electronics,premium,0.06,0.0,not_as_described,2,0.1925,21,41,0.6418,0
p007,apparel,mid,0.07,0.0,not_as_described,2,0.1185,9,82,0.175,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.0234,2,77,0.021,0
p003,home_appliances,mid,0.11,1.0,defective,0,0.148,11,82,0.2372,0
p008,electronics,budget,0.13,0.0,defective,0,0.0154,27,31,0.9017,0
p019,home,premium,0.08,0.0,not_as_described,2,0.0799,12,68,0.2374,0
p019,home,premium,0.08,0.0,not_as_described,2,0.2361,26,80,0.3101,0
p018,electronics,budget,0.05,0.0,defective,0,0.0494,0,19,0.0,0
p005,electronics,premium,0.06,0.0,not_as_described,2,0.2563,20,74,0.4487,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.0078,14,80,0.2142,0
p009,home,budget,0.15,0.0,not_as_described,2,0.1014,18,82,0.3615,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.2095,1,6,0.228,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.4869,4,98,0.0625,0
p009,home,budget,0.15,0.0,not_as_described,2,0.2933,16,95,0.1496,0
p018,electronics,budget,0.05,0.0,defective,0,-0.2578,20,90,0.3551,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.2871,15,74,0.2661,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.2995,9,31,0.2425,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.2587,1,82,0.0155,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.3812,9,72,0.1103,0
p020,apparel,mid,0.24,1.0,wrong_size,1,-0.6885,8,44,0.3014,1
p011,accessories,mid,0.09,0.0,not_as_described,2,0.326,21,79,0.311,0
p020,apparel,mid,0.24,1.0,wrong_size,1,-0.6549,27,32,0.9643,0
p013,apparel,mid,0.19,1.0,wrong_size,1,-0.3598,24,77,0.4895,0
p020,apparel,mid,0.24,1.0,wrong_size,1,0.0195,23,68,0.289,1
p019,home,premium,0.08,0.0,not_as_described,2,0.438,15,54,0.3545,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.2905,15,49,0.2893,0
p019,home,premium,0.08,0.0,not_as_described,2,-0.2672,21,62,0.5967,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.0819,30,86,0.492,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.2402,8,92,0.1204,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.0494,16,60,0.3941,1
p001,electronics,premium,0.08,0.0,defective,0,0.0568,0,53,0.0,0
p010,home_appliances,budget,0.1,1.0,defective,0,0.4508,6,11,0.4493,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.204,30,107,0.4032,0
p013,apparel,mid,0.19,1.0,wrong_size,1,0.1672,21,119,0.3,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.211,8,46,0.2203,0
p017,home_appliances,premium,0.04,0.0,defective,0,-0.1704,22,108,0.3198,1
p016,sports,budget,0.06,1.0,not_as_described,2,0.4645,12,62,0.2192,0
p009,home,budget,0.15,0.0,not_as_described,2,0.0936,15,41,0.516,1
p016,sports,budget,0.06,0.0,not_as_described,2,0.2723,6,85,0.1019,0
p001,electronics,premium,0.08,0.0,defective,0,0.4172,18,112,0.1688,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.26,29,34,1.0,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.0488,16,107,0.2602,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.3544,17,46,0.2969,0
p011,accessories,mid,0.09,1.0,not_as_described,2,0.4976,10,98,0.1125,0
p010,home_appliances,budget,0.1,0.0,defective,0,-0.1375,2,61,0.0512,0
p009,home,budget,0.15,0.0,not_as_described,2,0.2511,9,99,0.1082,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.2758,23,48,0.4504,0
p019,home,premium,0.08,0.0,not_as_described,2,0.472,2,72,0.0401,0
p001,electronics,premium,0.08,0.0,defective,0,0.0244,10,18,0.6321,1
p015,beauty,budget,0.04,0.0,not_as_described,2,0.2928,30,117,0.4283,0
p001,electronics,premium,0.08,1.0,defective,0,0.4257,23,42,0.7058,0
p004,apparel,mid,0.28,0.0,wrong_size,1,0.0207,0,23,0.0,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.2087,26,102,0.2202,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.4858,2,28,0.0876,0
p003,home_appliances,mid,0.11,0.0,defective,0,0.4718,21,95,0.2975,0
p014,electronics,premium,0.05,0.0,defective,0,0.306,5,48,0.0899,0
p006,home_appliances,mid,0.09,1.0,defective,0,-0.22,14,46,0.5252,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.2949,24,45,0.435,1
p018,electronics,budget,0.05,0.0,defective,0,0.3459,20,96,0.3514,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.0296,6,25,0.3456,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.2296,19,43,0.6704,0
p010,home_appliances,budget,0.1,0.0,defective,0,0.4893,13,14,1.0,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.0714,27,125,0.3859,0
p007,apparel,mid,0.07,1.0,not_as_described,2,0.0438,1,26,0.0351,0
p009,home,budget,0.15,1.0,not_as_described,2,-0.0086,5,91,0.0947,0
p010,home_appliances,budget,0.1,0.0,defective,0,-0.258,19,117,0.2035,0
p002,apparel,mid,0.22,0.0,wrong_size,1,-0.0786,15,81,0.1696,0
p017,home_appliances,premium,0.04,0.0,defective,0,0.3232,6,102,0.0869,0
p005,electronics,premium,0.06,0.0,not_as_described,2,-0.1235,23,76,0.5054,0
p009,home,budget,0.15,0.0,not_as_described,2,0.064,28,84,0.315,0
p013,apparel,mid,0.19,0.0,wrong_size,1,-0.5978,23,48,0.6862,1
p015,beauty,budget,0.04,0.0,not_as_described,2,0.0346,8,26,0.2803,0
p007,apparel,mid,0.07,0.0,not_as_described,2,-0.1885,19,40,0.755,1
p011,accessories,mid,0.09,0.0,not_as_described,2,0.4965,2,55,0.0603,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.1027,8,10,1.0,1
p011,accessories,mid,0.09,0.0,not_as_described,2,0.4186,28,104,0.4701,0
p001,electronics,premium,0.08,1.0,defective,0,0.1249,15,109,0.2159,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.2901,14,78,0.1868,0
p004,apparel,mid,0.28,0.0,wrong_size,1,-0.7841,11,49,0.2333,0
p013,apparel,mid,0.19,1.0,wrong_size,1,-0.3452,27,101,0.4136,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.2989,5,53,0.1346,0
p019,home,premium,0.08,0.0,not_as_described,2,0.2584,16,21,0.8355,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.2886,25,113,0.1949,1
p015,beauty,budget,0.04,0.0,not_as_described,2,0.1953,28,35,0.7288,0
p020,apparel,mid,0.24,0.0,wrong_size,1,-0.6616,22,31,0.9657,1
p011,accessories,mid,0.09,0.0,not_as_described,2,0.3969,20,82,0.375,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.0383,10,56,0.3032,1
p010,home_appliances,budget,0.1,0.0,defective,0,0.0761,14,77,0.2366,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.2546,14,94,0.174,0
p005,electronics,premium,0.06,0.0,not_as_described,2,-0.157,28,87,0.2856,0
p001,electronics,premium,0.08,0.0,defective,0,-0.1796,5,41,0.1112,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.1944,9,63,0.2528,0
p009,home,budget,0.15,0.0,not_as_described,2,-0.1141,9,34,0.2284,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.039,13,88,0.1688,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.0548,14,53,0.3612,0
p013,apparel,mid,0.19,1.0,wrong_size,1,-0.4469,11,48,0.3597,1
p020,apparel,mid,0.24,1.0,wrong_size,1,0.1732,29,50,0.8769,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.1596,5,36,0.1273,0
p006,home_appliances,mid,0.09,0.0,defective,0,0.4824,6,78,0.1159,0
p009,home,budget,0.15,1.0,not_as_described,2,0.4449,17,56,0.2797,0
p019,home,premium,0.08,0.0,not_as_described,2,0.1059,4,5,1.0,0
p017,home_appliances,premium,0.04,0.0,defective,0,0.4953,28,66,0.7507,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.2679,10,99,0.0922,0
p008,electronics,budget,0.13,0.0,defective,0,-0.0141,0,52,0.0,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.0777,18,86,0.2139,1
p011,accessories,mid,0.09,0.0,not_as_described,2,0.0155,21,107,0.345,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.383,29,115,0.2928,0
p003,home_appliances,mid,0.11,0.0,defective,0,0.3994,9,54,0.1919,1
p015,beauty,budget,0.04,0.0,not_as_described,2,0.3445,23,77,0.479,0
p019,home,premium,0.08,0.0,not_as_described,2,-0.0574,4,80,0.0699,0
p011,accessories,mid,0.09,1.0,not_as_described,2,0.0276,2,78,0.0399,0
p009,home,budget,0.15,0.0,not_as_described,2,-0.1905,17,77,0.3334,0
p019,home,premium,0.08,0.0,not_as_described,2,0.3677,17,80,0.179,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.0599,7,11,1.0,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.1565,3,87,0.0505,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.4765,0,16,0.0,0
p017,home_appliances,premium,0.04,0.0,defective,0,0.0808,18,74,0.4058,0
p008,electronics,budget,0.13,0.0,defective,0,-0.1697,16,110,0.2,1
p017,home_appliances,premium,0.04,0.0,defective,0,-0.0819,28,117,0.2239,0
p003,home_appliances,mid,0.11,0.0,defective,0,0.1111,9,47,0.2546,0
p002,apparel,mid,0.22,1.0,wrong_size,1,-0.4838,19,116,0.1584,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.1275,8,96,0.1248,0
p002,apparel,mid,0.22,0.0,wrong_size,1,-0.388,4,71,0.0609,0
p002,apparel,mid,0.22,0.0,wrong_size,1,-0.0049,6,26,0.3008,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.195,13,72,0.3098,1
p010,home_appliances,budget,0.1,0.0,defective,0,0.4901,22,69,0.2994,0
p006,home_appliances,mid,0.09,0.0,defective,0,-0.1221,22,61,0.2989,0
p004,apparel,mid,0.28,0.0,wrong_size,1,-0.3752,9,26,0.3496,0
p001,electronics,premium,0.08,0.0,defective,0,-0.1429,0,100,0.0,1
p015,beauty,budget,0.04,1.0,not_as_described,2,-0.0587,15,31,0.8267,1
p001,electronics,premium,0.08,0.0,defective,0,-0.1522,29,107,0.2725,0
p005,electronics,premium,0.06,0.0,not_as_described,2,-0.0217,27,123,0.3824,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.3106,16,89,0.1561,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.2965,30,67,0.4351,0
p020,apparel,mid,0.24,0.0,wrong_size,1,-0.6149,27,118,0.2917,0
p005,electronics,premium,0.06,0.0,not_as_described,2,0.1114,26,72,0.6432,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.3098,3,63,0.0433,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.0656,2,44,0.0588,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.0424,7,78,0.1083,0
p016,sports,budget,0.06,1.0,not_as_described,2,0.2393,30,117,0.2993,0
p019,home,premium,0.08,0.0,not_as_described,2,0.0158,16,101,0.2339,0
p018,electronics,budget,0.05,0.0,defective,0,-0.0291,29,51,0.4917,0
p009,home,budget,0.15,0.0,not_as_described,2,0.2708,7,62,0.1722,0
p017,home_appliances,premium,0.04,0.0,defective,0,0.49,11,72,0.2241,0
p013,apparel,mid,0.19,1.0,wrong_size,1,-0.1716,3,19,0.1659,1
p018,electronics,budget,0.05,1.0,defective,0,-0.1567,1,10,0.1298,0
p006,home_appliances,mid,0.09,0.0,defective,0,0.2289,9,89,0.1439,0
p019,home,premium,0.08,0.0,not_as_described,2,-0.0907,6,44,0.1994,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.432,30,128,0.1949,0
p017,home_appliances,premium,0.04,0.0,defective,0,0.2275,14,73,0.1603,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.09,15,71,0.1974,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.0807,21,92,0.3391,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.1936,12,46,0.3377,0
p010,home_appliances,budget,0.1,0.0,defective,0,-0.0069,1,5,0.2781,0
p011,accessories,mid,0.09,1.0,not_as_described,2,-0.0239,24,105,0.2609,0
p003,home_appliances,mid,0.11,0.0,defective,0,0.174,21,53,0.4151,0
p008,electronics,budget,0.13,0.0,defective,0,-0.2701,3,47,0.0619,0
p019,home,premium,0.08,0.0,not_as_described,2,0.4886,8,11,1.0,0
p019,home,premium,0.08,0.0,not_as_described,2,0.2401,18,31,0.9339,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.1386,5,84,0.0654,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.0621,26,95,0.2775,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.1626,19,115,0.2904,0
p003,home_appliances,mid,0.11,0.0,defective,0,0.3365,18,86,0.2669,0
p010,home_appliances,budget,0.1,0.0,defective,0,0.0218,13,98,0.1777,0
p009,home,budget,0.15,0.0,not_as_described,2,-0.1508,28,31,1.0,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.3153,8,90,0.1185,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.1796,16,42,0.4435,0
p017,home_appliances,premium,0.04,0.0,defective,0,0.2071,13,54,0.3997,0
p010,home_appliances,budget,0.1,0.0,defective,0,0.0247,20,41,0.5153,1
p002,apparel,mid,0.22,1.0,wrong_size,1,-0.3639,7,47,0.1883,0
p005,electronics,premium,0.06,0.0,not_as_described,2,0.3428,5,40,0.1171,0
p002,apparel,mid,0.22,1.0,wrong_size,1,0.0596,30,123,0.3136,1
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.0093,27,36,1.0,0
p012,electronics,mid,0.1,0.0,defective,0,0.1568,30,123,0.4007,0
p014,electronics,premium,0.05,0.0,defective,0,-0.0986,21,96,0.3827,0
p020,apparel,mid,0.24,1.0,wrong_size,1,-0.2157,3,102,0.0473,1
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.1287,29,84,0.3515,0
p019,home,premium,0.08,0.0,not_as_described,2,0.2597,27,103,0.2244,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.3274,15,103,0.1524,0
p019,home,premium,0.08,0.0,not_as_described,2,0.1847,26,66,0.3235,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.0526,22,108,0.2118,0
p003,home_appliances,mid,0.11,0.0,defective,0,0.4278,17,48,0.5871,0
p010,home_appliances,budget,0.1,0.0,defective,0,0.4122,2,99,0.0209,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.0808,28,127,0.3185,1
p016,sports,budget,0.06,0.0,not_as_described,2,0.2739,15,110,0.1654,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.0185,26,47,0.8289,0
p016,sports,budget,0.06,1.0,not_as_described,2,0.2133,14,103,0.1125,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.1606,0,52,0.0,0
p020,apparel,mid,0.24,0.0,wrong_size,1,0.047,22,121,0.2965,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.1612,14,76,0.3083,0
p010,home_appliances,budget,0.1,0.0,defective,0,0.4011,6,17,0.4286,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.2013,0,3,0.0,0
p009,home,budget,0.15,1.0,not_as_described,2,0.1944,8,98,0.1348,0
p002,apparel,mid,0.22,1.0,wrong_size,1,-0.7859,30,78,0.3731,1
p016,sports,budget,0.06,0.0,not_as_described,2,-0.1375,26,113,0.2978,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.3851,9,105,0.1109,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.334,23,110,0.2069,1
p006,home_appliances,mid,0.09,0.0,defective,0,0.2474,19,77,0.4213,0
p012,electronics,mid,0.1,0.0,defective,0,-0.1302,4,46,0.1543,0
p019,home,premium,0.08,1.0,not_as_described,2,0.4449,2,15,0.1809,0
p003,home_appliances,mid,0.11,0.0,defective,0,0.482,0,33,0.0,0
p020,apparel,mid,0.24,1.0,wrong_size,1,-0.3072,1,76,0.0129,1
p009,home,budget,0.15,0.0,not_as_described,2,-0.0917,2,43,0.0702,0
p013,apparel,mid,0.19,0.0,wrong_size,1,-0.5171,27,63,0.6634,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.2895,16,57,0.3469,0
p020,apparel,mid,0.24,1.0,wrong_size,1,-0.6111,27,112,0.3463,1
p002,apparel,mid,0.22,1.0,wrong_size,1,-0.684,15,49,0.295,0
p009,home,budget,0.15,0.0,not_as_described,2,0.0662,14,60,0.4174,1
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.1555,3,48,0.0558,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.4773,18,103,0.2422,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.2246,13,23,0.5913,0
p003,home_appliances,mid,0.11,0.0,defective,0,0.3696,12,60,0.2781,0
p012,electronics,mid,0.1,0.0,defective,0,0.4642,26,117,0.3243,0
p008,electronics,budget,0.13,0.0,defective,0,0.4579,1,85,0.0167,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.3385,6,13,0.7392,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.3167,2,54,0.0391,0
p005,electronics,premium,0.06,0.0,not_as_described,2,0.302,5,55,0.1436,0
p008,electronics,budget,0.13,0.0,defective,0,0.423,15,71,0.3245,0
p003,home_appliances,mid,0.11,0.0,defective,0,0.4083,26,74,0.4612,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.1509,2,99,0.0247,0
p001,electronics,premium,0.08,0.0,defective,0,0.2181,16,60,0.4729,0
p009,home,budget,0.15,0.0,not_as_described,2,0.0821,9,69,0.1614,0
p007,apparel,mid,0.07,1.0,not_as_described,2,-0.7523,26,58,0.5931,1
p014,electronics,premium,0.05,1.0,defective,0,0.2287,3,69,0.0533,0
p010,home_appliances,budget,0.1,0.0,defective,0,-0.2089,8,83,0.085,0
p004,apparel,mid,0.28,1.0,wrong_size,1,-0.0956,26,77,0.2854,1
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.0269,24,110,0.2727,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.0925,6,30,0.1756,0
p009,home,budget,0.15,0.0,not_as_described,2,0.0817,0,51,0.0,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.2525,9,89,0.1631,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.1474,25,64,0.3467,0
